zipcode,lat,lon
06824,41.1757,-73.28113
06825,41.19717,-73.2423
06830,41.04803,-73.62379
06831,41.08776,-73.66093
06840,41.1592,-73.49917
06850,41.12651,-73.44312
06851,41.13943,-73.40411
06853,41.06943,-73.43816
06854,41.08954,-73.42868
06855,41.09297,-73.39691
06856,41.11116,-73.42092
06870,41.02908,-73.56969
06877,41.30644,-73.5022
06878,41.03181,-73.58283
06880,41.14287,-73.34745
06883,41.2284,-73.37257
06890,41.14639,-73.28944
06896,41.30513,-73.39152
06897,41.207,-73.44007
06901,41.05359,-73.53817
06902,41.05893,-73.54661
06903,41.13558,-73.57219
06905,41.08881,-73.54349
06906,41.07102,-73.52254
06907,41.10087,-73.52015
07001,40.58338,-74.27004
07002,40.66464,-74.10868
07003,40.81002,-74.18679
07004,40.88278,-74.30415
07005,40.92947,-74.42099
07006,40.85215,-74.28167
07008,40.58474,-74.22843
07009,40.85651,-74.22874
07010,40.82211,-73.98794
07011,40.87847,-74.14476
07012,40.84745,-74.15983
07013,40.86911,-74.17274
07014,40.83149,-74.1355
07016,40.65643,-74.30357
07017,40.77217,-74.20708
07018,40.75588,-74.21778
07020,40.82366,-73.97397
07021,40.82687,-74.27973
07022,40.81818,-74.00221
07023,40.64173,-74.38568
07024,40.8508,-73.97123
07026,40.87859,-74.10813
07027,40.65138,-74.32312
07028,40.80407,-74.20433
07029,40.7437,-74.15396
07030,40.74524,-74.03217
07031,40.78748,-74.12719
07032,40.75377,-74.12033
07033,40.67811,-74.28901
07034,40.8797,-74.37996
07035,40.92537,-74.3049
07036,40.62529,-74.23888
07039,40.7855,-74.32908
07040,40.7306,-74.2696
07041,40.72308,-74.30068
07042,40.81369,-74.21766
07043,40.84437,-74.20043
07044,40.83221,-74.2429
07045,40.91072,-74.36766
07046,40.89064,-74.44053
07047,40.79358,-74.0261
07050,40.76817,-74.23485
07052,40.7893,-74.26283
07054,40.85564,-74.40225
07055,40.85748,-74.12819
07057,40.85349,-74.10674
07058,40.86728,-74.34275
07059,40.63237,-74.51459
07060,40.61634,-74.42164
07062,40.63162,-74.40333
07063,40.60514,-74.4461
07064,40.56812,-74.24811
07065,40.60771,-74.2807
07066,40.62022,-74.31357
07067,40.59263,-74.31483
07068,40.82071,-74.30856
07069,40.64247,-74.43952
07070,40.82017,-74.10566
07071,40.79635,-74.10991
07072,40.82474,-74.06125
07073,40.81791,-74.08533
07074,40.8399,-74.05672
07075,40.85074,-74.08778
07076,40.63305,-74.37391
07077,40.55409,-74.25501
07078,40.74207,-74.33378
07079,40.74911,-74.26014
07080,40.57481,-74.41531
07081,40.69948,-74.32543
07082,40.92642,-74.34534
07083,40.69419,-74.26895
07086,40.7681,-74.02085
07087,40.76736,-74.03227
07088,40.71787,-74.2849
07090,40.65154,-74.34327
07092,40.68103,-74.36024
07093,40.78808,-74.01151
07094,40.78098,-74.0661
07095,40.55369,-74.28641
07102,40.73586,-74.17359
07103,40.73869,-74.19554
07104,40.76734,-74.16831
07105,40.72289,-74.13884
07106,40.74179,-74.23029
07107,40.76185,-74.18656
07108,40.72313,-74.2002
07109,40.79496,-74.16165
07110,40.81925,-74.15708
07111,40.72421,-74.23173
07112,40.70938,-74.20952
07114,40.69994,-74.16397
07201,40.67201,-74.17653
07202,40.65273,-74.21625
07203,40.65269,-74.25994
07204,40.66531,-74.2665
07205,40.69613,-74.22857
07206,40.65187,-74.18422
07208,40.67428,-74.22499
07302,40.71975,-74.04671
07304,40.71648,-74.07355
07305,40.69847,-74.08054
07306,40.73457,-74.07177
07307,40.75176,-74.05631
07310,40.73063,-74.03787
07311,40.71909,-74.03293
07401,41.03319,-74.13328
07403,41.02127,-74.33188
07405,40.98646,-74.38308
07407,40.90494,-74.12005
07410,40.93588,-74.1177
07416,41.11589,-74.59776
07417,41.00857,-74.20831
07418,41.2386,-74.48737
07419,41.15321,-74.56813
07420,41.03255,-74.30115
07421,41.16582,-74.36313
07422,41.18159,-74.44914
07423,41.00009,-74.09722
07424,40.88376,-74.20585
07430,41.08162,-74.18566
07432,40.99521,-74.14108
07435,41.03603,-74.44998
07436,41.03134,-74.24078
07438,41.03022,-74.51968
07439,41.07608,-74.59774
07440,40.94675,-74.29404
07442,41.00247,-74.28578
07444,40.96783,-74.30729
07446,41.05944,-74.14545
07450,40.9822,-74.11267
07452,40.9601,-74.1249
07456,41.10644,-74.27492
07457,40.9921,-74.31247
07458,41.04586,-74.09709
07460,41.11218,-74.495
07461,41.241,-74.60649
07462,41.19889,-74.48863
07463,41.01334,-74.12571
07465,41.051,-74.29771
07470,40.94802,-74.24525
07480,41.08748,-74.37737
07481,40.99898,-74.16757
07495,41.10445,-74.16319
07501,40.91277,-74.1712
07502,40.91863,-74.1942
07503,40.89774,-74.15345
07504,40.91222,-74.14129
07505,40.91612,-74.17167
07506,40.958,-74.15811
07508,40.95435,-74.18443
07512,40.9039,-74.22123
07513,40.90573,-74.14859
07514,40.92621,-74.14452
07522,40.92502,-74.17853
07524,40.93215,-74.15688
07601,40.889,-74.0461
07603,40.87508,-74.02932
07604,40.86191,-74.07413
07605,40.86382,-73.98978
07606,40.85725,-74.04668
07607,40.9026,-74.06326
07608,40.85368,-74.06129
07620,40.96156,-73.91996
07621,40.9238,-73.99859
07624,40.97331,-73.96053
07626,40.94052,-73.95956
07627,40.95505,-73.95674
07628,40.94514,-73.99232
07630,40.97487,-74.02392
07631,40.89178,-73.97355
07632,40.8822,-73.94661
07640,40.98991,-73.98021
07641,40.96221,-73.99753
07642,41.00735,-74.04383
07643,40.84634,-74.03879
07644,40.87848,-74.08138
07645,41.05292,-74.04988
07646,40.93369,-74.01956
07647,41.00669,-73.94259
07648,40.9933,-73.95089
07649,40.95625,-74.03147
07650,40.84714,-73.9968
07652,40.94554,-74.07117
07656,41.03533,-74.04243
07657,40.83134,-74.01475
07660,40.85445,-74.02017
07661,40.92694,-74.03872
07662,40.90715,-74.07936
07663,40.90321,-74.09559
07666,40.88988,-74.01063
07670,40.91745,-73.95359
07675,41.00911,-74.00429
07676,40.98845,-74.06358
07677,41.02518,-74.06025
07701,40.36145,-74.07748
07702,40.32487,-74.05996
07703,40.3145,-74.0423
07704,40.3618,-74.03934
07711,40.23937,-74.00866
07712,40.24806,-74.0547
07716,40.40138,-74.0309
07717,40.19126,-74.01629
07718,40.42076,-74.08495
07719,40.1687,-74.07275
07720,40.2017,-74.01209
07721,40.43579,-74.2355
07722,40.28488,-74.16953
07723,40.25032,-74.00037
07724,40.29844,-74.07485
07726,40.2825,-74.34245
07727,40.19832,-74.16001
07728,40.22544,-74.2854
07730,40.42485,-74.17566
07731,40.1498,-74.20007
07732,40.43143,-73.99159
07733,40.3767,-74.17257
07734,40.44297,-74.1351
07735,40.44121,-74.19961
07737,40.4101,-74.06482
07738,40.33775,-74.12755
07739,40.33574,-74.03457
07740,40.29586,-73.99184
07746,40.31809,-74.24989
07747,40.41321,-74.25179
07748,40.39436,-74.11568
07750,40.33644,-73.98635
07751,40.36262,-74.25907
07753,40.21495,-74.07857
07755,40.26369,-74.02284
07756,40.2119,-74.00779
07757,40.31621,-74.01608
07758,40.43101,-74.1035
07760,40.36894,-74.00421
07762,40.15294,-74.03563
07764,40.28832,-74.0185
07801,40.9188,-74.55419
07803,40.87768,-74.60045
07820,40.92708,-74.81137
07821,40.96469,-74.74994
07822,41.14014,-74.70546
07823,40.82797,-75.0365
07825,40.97754,-74.96001
07826,41.19266,-74.76868
07827,41.29226,-74.73934
07828,40.88499,-74.75146
07830,40.72104,-74.80747
07832,40.96009,-75.05711
07833,40.89189,-75.06774
07834,40.88845,-74.48651
07836,40.84527,-74.70318
07838,40.88921,-74.91438
07840,40.85407,-74.83574
07842,40.9411,-74.51033
07843,40.93964,-74.65982
07846,40.96601,-74.87698
07847,40.8846,-74.62581
07848,41.10336,-74.68407
07849,40.96623,-74.60997
07850,40.90607,-74.66402
07851,41.22981,-74.84673
07852,40.88226,-74.66265
07853,40.78498,-74.78544
07856,40.91868,-74.63345
07857,40.89715,-74.69985
07860,41.06025,-74.81341
07863,40.8129,-74.96039
07865,40.78469,-74.89875
07866,40.95386,-74.49014
07869,40.8449,-74.58099
07870,40.80394,-74.81965
07871,41.04708,-74.62793
07874,40.92159,-74.73625
07876,40.85332,-74.65575
07878,40.87187,-74.47636
07880,40.87302,-74.88968
07881,41.12502,-74.91085
07882,40.75173,-75.01123
07885,40.93517,-74.57845
07901,40.71468,-74.36592
07920,40.6784,-74.56296
07921,40.65697,-74.67751
07922,40.67518,-74.42816
07924,40.72702,-74.58965
07926,40.80129,-74.57029
07927,40.82129,-74.45335
07928,40.72619,-74.41252
07930,40.77988,-74.68676
07931,40.70945,-74.65261
07932,40.77704,-74.39287
07933,40.69196,-74.46494
07934,40.72066,-74.67808
07935,40.73656,-74.44403
07936,40.81924,-74.36372
07939,40.66742,-74.55384
07940,40.75981,-74.41797
07945,40.78135,-74.59795
07946,40.67752,-74.51119
07950,40.84452,-74.48238
07960,40.78337,-74.49955
07961,40.78062,-74.4327
07970,40.80802,-74.57277
07974,40.6973,-74.4031
07976,40.72292,-74.48638
07977,40.70628,-74.66372
07979,40.70261,-74.72762
07980,40.67864,-74.49386
07981,40.82206,-74.41905
08001,39.55074,-75.34977
08002,39.93133,-75.02539
08003,39.88326,-74.9723
08004,39.76464,-74.87003
08005,39.76365,-74.31531
08006,39.754,-74.10689
08007,39.86574,-75.05376
08008,39.62351,-74.22108
08009,39.7652,-74.93264
08010,40.05333,-74.91419
08011,39.97272,-74.71292
08012,39.78433,-75.05529
08014,39.81795,-75.35809
08015,39.93295,-74.53759
08016,40.06936,-74.82984
08019,39.77674,-74.53088
08020,39.7974,-75.2241
08021,39.8067,-75.00057
08022,40.0661,-74.70866
08023,39.68741,-75.49759
08026,39.83322,-74.96571
08027,39.82999,-75.28738
08028,39.69437,-75.12055
08029,39.84063,-75.06781
08030,39.8897,-75.11772
08031,39.86668,-75.0945
08033,39.89315,-75.03699
08034,39.90615,-74.99929
08035,39.87912,-75.06436
08036,39.97624,-74.83735
08037,39.63801,-74.77278
08038,39.47383,-75.4886
08039,39.68798,-75.27215
08041,40.03788,-74.68386
08042,40.01519,-74.6623
08043,39.84509,-74.95493
08045,39.86718,-75.02979
08046,40.0278,-74.88605
08048,39.95734,-74.80403
08049,39.85438,-75.03856
08050,39.70642,-74.24834
08051,39.7854,-75.17891
08052,39.95204,-74.99509
08053,39.86049,-74.89466
08054,39.94835,-74.90476
08055,39.86375,-74.82251
08056,39.7829,-75.25156
08057,39.97939,-74.94112
08059,39.88439,-75.09297
08060,40.00857,-74.78952
08061,39.80457,-75.20708
08062,39.71518,-75.22256
08063,39.86758,-75.18512
08064,39.95759,-74.63375
08065,40.00235,-75.03587
08066,39.8345,-75.22491
08067,39.73824,-75.41261
08068,39.95939,-74.66295
08069,39.69949,-75.44961
08070,39.6244,-75.50916
08071,39.73228,-75.13387
08072,39.54424,-75.41666
08073,40.00958,-74.86688
08074,39.71575,-75.16398
08075,40.02928,-74.94989
08077,40.00193,-74.99523
08078,39.85211,-75.07447
08079,39.54339,-75.43021
08080,39.75581,-75.11887
08081,39.73665,-74.97546
08083,39.84125,-75.02862
08084,39.82897,-75.01556
08085,39.75939,-75.33192
08086,39.84573,-75.19421
08087,39.5928,-74.37542
08088,39.84924,-74.6927
08089,39.71826,-74.82431
08090,39.79752,-75.15069
08091,39.80535,-74.92547
08092,39.65483,-74.28431
08093,39.86416,-75.1358
08094,39.65352,-74.9672
08095,39.64848,-74.86033
08096,39.8266,-75.12673
08097,39.81525,-75.15087
08098,39.63889,-75.32938
08102,39.95236,-75.12032
08103,39.93577,-75.11351
08104,39.91635,-75.11241
08105,39.95152,-75.09121
08106,39.89124,-75.07404
08107,39.90763,-75.08336
08108,39.91431,-75.0618
08109,39.95038,-75.05044
08110,39.97228,-75.06059
08201,39.42237,-74.49507
08202,39.10018,-74.73873
08203,39.41277,-74.38012
08204,38.9732,-74.92006
08205,39.47457,-74.45745
08210,39.11719,-74.82352
08212,38.93571,-74.95422
08215,39.58253,-74.58154
08217,39.57535,-74.71848
08221,39.34343,-74.57068
08223,39.27017,-74.65709
08224,39.59857,-74.45979
08225,39.36396,-74.54079
08226,39.26859,-74.60158
08230,39.21268,-74.7174
08232,39.38769,-74.51489
08234,39.38657,-74.62376
08240,39.48728,-74.53178
08241,39.53287,-74.48504
08242,39.01805,-74.88884
08243,39.15186,-74.69799
08244,39.31821,-74.58798
08246,39.18094,-74.76575
08247,39.05102,-74.78329
08248,39.19555,-74.66073
08251,39.02705,-74.92735
08260,38.99659,-74.83911
08270,39.27191,-74.79635
08302,39.43972,-75.26083
08310,39.52712,-74.89543
08311,39.32769,-75.20981
08312,39.66131,-75.0802
08314,39.21814,-74.94234
08316,39.27321,-74.96124
08317,39.40409,-74.82827
08318,39.55629,-75.17636
08319,39.36864,-74.81692
08320,39.3851,-75.16059
08321,39.22092,-75.14182
08322,39.61419,-75.0352
08323,39.39557,-75.36605
08324,39.21679,-74.99635
08326,39.53767,-74.92828
08327,39.24963,-74.98213
08328,39.57839,-75.05919
08329,39.27732,-75.00191
08330,39.4761,-74.74148
08332,39.37702,-75.02426
08340,39.43609,-74.87302
08341,39.52548,-74.95258
08343,39.64133,-75.17051
08344,39.56751,-74.98473
08345,39.2811,-75.16507
08346,39.56303,-74.85607
08348,39.30747,-74.97523
08349,39.27412,-75.0714
08350,39.49174,-74.87832
08352,39.47573,-75.12798
08353,39.45954,-75.29695
08360,39.49427,-75.00641
08361,39.44891,-74.95956
08401,39.37961,-74.45278
08402,39.3307,-74.50705
08403,39.31914,-74.53541
08406,39.34567,-74.48602
08501,40.15559,-74.55441
08502,40.44827,-74.65564
08505,40.10463,-74.73938
08510,40.19049,-74.4214
08511,40.043,-74.55391
08512,40.32022,-74.52661
08514,40.13302,-74.4964
08515,40.11625,-74.64587
08518,40.11522,-74.80263
08520,40.25527,-74.53163
08525,40.39621,-74.78327
08527,40.10475,-74.34993
08528,40.38659,-74.61873
08530,40.37135,-74.89675
08533,40.07107,-74.49363
08534,40.33008,-74.79294
08535,40.23562,-74.43932
08536,40.33428,-74.58234
08540,40.3633,-74.65568
08542,40.3529,-74.66031
08550,40.28106,-74.61756
08551,40.44172,-74.84013
08553,40.40015,-74.64054
08554,40.11647,-74.778
08555,40.21992,-74.47185
08558,40.41354,-74.70392
08559,40.43751,-74.97097
08560,40.31342,-74.85903
08561,40.24943,-74.58082
08562,40.06652,-74.59486
08608,40.21897,-74.76784
08609,40.22596,-74.74081
08610,40.19247,-74.71581
08611,40.19322,-74.74471
08618,40.24823,-74.78773
08619,40.24121,-74.69605
08620,40.16698,-74.64882
08628,40.26627,-74.82334
08629,40.22064,-74.73122
08638,40.25675,-74.763
08640,40.0035,-74.58933
08641,40.02703,-74.58801
08648,40.28492,-74.72187
08690,40.22502,-74.66034
08691,40.20977,-74.59382
08701,40.07645,-74.20323
08720,40.13872,-74.10104
08721,39.90417,-74.15523
08722,39.92854,-74.20228
08723,40.03885,-74.11089
08724,40.08985,-74.11454
08730,40.10484,-74.06368
08731,39.86218,-74.26968
08732,39.94175,-74.14494
08733,40.02626,-74.32539
08734,39.86403,-74.17052
08735,39.98206,-74.07228
08736,40.11991,-74.06817
08738,40.02145,-74.06183
08740,39.9282,-74.13378
08741,39.93698,-74.16811
08742,40.08086,-74.06173
08750,40.13377,-74.04392
08751,39.94639,-74.08279
08752,39.84784,-74.09589
08753,39.97937,-74.15557
08755,40.00966,-74.22456
08757,39.94572,-74.25616
08758,39.78928,-74.23008
08759,39.97836,-74.35624
08801,40.6239,-74.88659
08802,40.67647,-75.02428
08804,40.64553,-75.09522
08805,40.57163,-74.53695
08807,40.59278,-74.62027
08808,40.73214,-75.04926
08809,40.65124,-74.92234
08810,40.37271,-74.49384
08812,40.59977,-74.4807
08816,40.42851,-74.41619
08817,40.5155,-74.39446
08820,40.57722,-74.36588
08821,40.52,-74.68572
08822,40.52109,-74.86364
08823,40.44153,-74.56508
08824,40.42253,-74.55168
08825,40.51299,-75.02494
08826,40.71954,-74.90505
08827,40.66479,-74.97391
08828,40.37766,-74.42385
08829,40.66802,-74.8942
08830,40.56968,-74.31703
08831,40.32664,-74.42968
08832,40.51724,-74.30775
08833,40.64504,-74.82048
08835,40.542,-74.58922
08836,40.59608,-74.55466
08837,40.51363,-74.34465
08840,40.54366,-74.35843
08844,40.49847,-74.6729
08846,40.57442,-74.50104
08848,40.59456,-75.09574
08850,40.44724,-74.44011
08852,40.38788,-74.54821
08853,40.52936,-74.74007
08854,40.54674,-74.46361
08857,40.39161,-74.32984
08858,40.67934,-74.73706
08859,40.45951,-74.30425
08861,40.52097,-74.27409
08863,40.52715,-74.31559
08865,40.70774,-75.1508
08867,40.57359,-74.96578
08869,40.57302,-74.64315
08872,40.4643,-74.33722
08873,40.49835,-74.53286
08876,40.58799,-74.68739
08879,40.46555,-74.27731
08880,40.55353,-74.52772
08882,40.4456,-74.37841
08884,40.39511,-74.39148
08886,40.69312,-75.10526
08887,40.52372,-74.79442
08889,40.60758,-74.75959
08890,40.53934,-74.57394
08901,40.48407,-74.44269
08902,40.44072,-74.48629
08904,40.50056,-74.42829
10001,40.75061,-73.99716
10002,40.71586,-73.98613
10003,40.7318,-73.98911
10004,40.69465,-74.02106
10005,40.70616,-74.00907
10006,40.70968,-74.01284
10007,40.71394,-74.00763
10009,40.72664,-73.97858
10010,40.73914,-73.98255
10011,40.74187,-74.00052
10012,40.72563,-73.99803
10013,40.72014,-74.00476
10014,40.73367,-74.0069
10016,40.74517,-73.97834
10017,40.7523,-73.97249
10018,40.75546,-73.99334
10019,40.7657,-73.98706
10020,40.75906,-73.98026
10021,40.76939,-73.95871
10022,40.75863,-73.96787
10023,40.77601,-73.98269
10024,40.79227,-73.97482
10025,40.79857,-73.96659
10026,40.80245,-73.9526
10027,40.81184,-73.9534
10028,40.7763,-73.95372
10029,40.79173,-73.94396
10030,40.81823,-73.94288
10031,40.82519,-73.95013
10032,40.83884,-73.94279
10033,40.8506,-73.93391
10034,40.86716,-73.92411
10035,40.7955,-73.92968
10036,40.75924,-73.98982
10037,40.81286,-73.93739
10038,40.7092,-74.00284
10039,40.83076,-73.93619
10040,40.85821,-73.93053
10044,40.76166,-73.95017
10065,40.76474,-73.96314
10069,40.77606,-73.99025
10075,40.77335,-73.95622
10103,40.76078,-73.97767
10110,40.7545,-73.98226
10111,40.75892,-73.97746
10112,40.75917,-73.97967
10115,40.81085,-73.96374
10119,40.75031,-73.99298
10128,40.78138,-73.95015
10152,40.7584,-73.97203
10153,40.76362,-73.97244
10154,40.75778,-73.97249
10162,40.76931,-73.94993
10165,40.75213,-73.97872
10167,40.75479,-73.97495
10168,40.75145,-73.9771
10169,40.75439,-73.9761
10170,40.75263,-73.97588
10171,40.7559,-73.97386
10172,40.75527,-73.97431
10173,40.75413,-73.97936
10174,40.75144,-73.975
10177,40.75498,-73.97589
10199,40.75138,-73.99715
10271,40.70824,-74.01054
10278,40.71514,-74.00377
10279,40.71263,-74.00867
10280,40.71025,-74.01672
10282,40.71683,-74.01494
10301,40.62846,-74.0962
10302,40.63043,-74.13772
10303,40.63239,-74.16905
10304,40.60607,-74.09418
10305,40.59532,-74.07544
10306,40.57152,-74.12535
10307,40.50794,-74.23965
10308,40.55152,-74.15038
10309,40.53132,-74.22056
10310,40.63235,-74.11617
10311,40.60525,-74.17961
10312,40.54534,-74.18153
10314,40.59912,-74.16573
10451,40.82077,-73.92387
10452,40.83746,-73.9234
10453,40.85231,-73.91353
10454,40.80549,-73.91661
10455,40.81478,-73.90862
10456,40.83003,-73.90815
10457,40.84713,-73.89871
10458,40.86244,-73.88818
10459,40.82585,-73.89289
10460,40.84166,-73.87953
10461,40.8474,-73.84066
10462,40.84269,-73.8586
10463,40.88081,-73.90661
10464,40.86794,-73.80051
10465,40.82391,-73.82298
10466,40.89097,-73.84601
10467,40.88085,-73.87394
10468,40.86805,-73.90009
10469,40.86862,-73.84813
10470,40.89594,-73.86812
10471,40.89947,-73.9018
10472,40.8295,-73.8694
10473,40.81817,-73.85876
10474,40.81066,-73.8844
10475,40.86953,-73.82532
10501,41.29443,-73.76075
10502,41.01149,-73.84145
10503,41.0265,-73.87524
10504,41.13121,-73.70587
10505,41.3421,-73.74565
10506,41.18883,-73.63392
10507,41.22842,-73.68629
10509,41.41174,-73.59437
10510,41.14093,-73.83447
10511,41.26302,-73.94368
10512,41.44924,-73.71211
10514,41.17309,-73.7709
10516,41.45335,-73.90239
10517,41.29822,-73.86194
10518,41.26778,-73.60031
10519,41.35021,-73.6557
10520,41.22059,-73.87156
10522,41.01226,-73.86479
10523,41.06,-73.81892
10524,41.37063,-73.92197
10526,41.29108,-73.66782
10527,41.31913,-73.76446
10528,40.97834,-73.72293
10530,41.02341,-73.8077
10532,41.09913,-73.80004
10533,41.03836,-73.85569
10535,41.33516,-73.79933
10536,41.26983,-73.68725
10537,41.33785,-73.88514
10538,40.93794,-73.75668
10541,41.37973,-73.75123
10543,40.95199,-73.73553
10545,41.17861,-73.83549
10546,41.19552,-73.79992
10547,41.31169,-73.84622
10548,41.24716,-73.93502
10549,41.20069,-73.72097
10550,40.90637,-73.83504
10552,40.92385,-73.825
10553,40.90854,-73.82173
10560,41.33202,-73.60221
10562,41.1924,-73.83098
10566,41.28919,-73.91845
10567,41.28895,-73.89799
10570,41.13006,-73.7872
10573,41.0168,-73.67728
10576,41.21337,-73.5737
10577,41.03786,-73.71365
10578,41.31739,-73.67448
10579,41.3938,-73.83612
10580,40.97889,-73.69307
10583,40.98924,-73.79309
10588,41.33533,-73.82183
10589,41.32994,-73.69522
10590,41.25395,-73.53734
10591,41.08586,-73.84418
10594,41.11637,-73.77267
10595,41.08646,-73.78201
10596,41.25608,-73.95911
10597,41.29406,-73.59682
10598,41.2819,-73.79328
10601,41.03309,-73.76493
10603,41.05457,-73.7794
10604,41.05926,-73.73945
10605,41.00919,-73.74605
10606,41.02051,-73.77567
10607,41.03953,-73.81113
10701,40.94541,-73.88039
10703,40.95985,-73.88028
10704,40.91888,-73.86176
10705,40.91926,-73.88973
10706,40.98976,-73.86752
10707,40.96054,-73.82274
10708,40.93816,-73.83075
10709,40.95459,-73.80935
10710,40.96732,-73.84713
10801,40.91758,-73.7844
10803,40.9003,-73.80662
10804,40.94913,-73.78636
10805,40.89645,-73.7804
10901,41.13878,-74.11613
10910,41.27707,-74.13522
10911,41.31679,-74.00311
10913,41.06885,-73.95552
10914,41.416,-74.19953
10915,41.54231,-74.35823
10916,41.44214,-74.2487
10917,41.32443,-74.11694
10918,41.3477,-74.2587
10919,41.52853,-74.38315
10920,41.1529,-73.94055
10921,41.32976,-74.36387
10922,41.33358,-73.99474
10923,41.20235,-73.9998
10924,41.37946,-74.34667
10925,41.2101,-74.30328
10926,41.30164,-74.12447
10927,41.19257,-73.96708
10928,41.35342,-73.99772
10930,41.36485,-74.11533
10931,41.14745,-74.16456
10932,41.48207,-74.46457
10933,41.36525,-74.51418
10940,41.45119,-74.47016
10941,41.48859,-74.34497
10950,41.31839,-74.19884
10952,41.1136,-74.07944
10953,41.40504,-74.07746
10954,41.09996,-74.01276
10956,41.1569,-73.99438
10958,41.37338,-74.43043
10960,41.09202,-73.92584
10962,41.04906,-73.95913
10963,41.46332,-74.54425
10964,41.01624,-73.91438
10965,41.06179,-74.01279
10968,41.03936,-73.91777
10969,41.29256,-74.48881
10970,41.18792,-74.07777
10973,41.38494,-74.47609
10974,41.168,-74.17821
10975,41.25801,-74.17403
10976,41.02857,-73.92631
10977,41.11767,-74.04813
10979,41.18272,-74.31501
10980,41.23609,-74.04651
10983,41.02735,-73.94838
10984,41.20847,-74.01764
10985,41.58358,-74.3732
10986,41.28158,-73.99501
10987,41.2039,-74.23211
10988,41.30156,-74.5428
10989,41.12471,-73.93619
10990,41.26442,-74.366
10992,41.42549,-74.16591
10993,41.21013,-73.97552
10994,41.09751,-73.9726
10996,41.38975,-73.97267
10998,41.33515,-74.53885
11001,40.72353,-73.70456
11003,40.70134,-73.70792
11004,40.74625,-73.71154
11005,40.75663,-73.71423
11010,40.7006,-73.675
11020,40.77106,-73.71278
11021,40.78645,-73.72899
11023,40.79906,-73.73357
11024,40.81632,-73.74172
11030,40.79335,-73.68887
11040,40.74562,-73.67983
11042,40.75848,-73.6973
11050,40.83848,-73.69071
11096,40.62118,-73.75303
11101,40.74671,-73.93893
11102,40.77232,-73.92592
11103,40.76251,-73.91342
11104,40.7446,-73.92027
11105,40.77896,-73.90633
11106,40.76172,-73.93183
11109,40.74589,-73.95751
11201,40.69463,-73.98972
11203,40.64955,-73.93444
11204,40.61879,-73.98479
11205,40.69468,-73.96613
11206,40.70189,-73.94237
11207,40.6707,-73.8941
11208,40.66853,-73.87089
11209,40.62212,-74.03016
11210,40.62807,-73.94637
11211,40.71244,-73.95299
11212,40.66293,-73.91303
11213,40.67111,-73.9363
11214,40.59879,-73.99635
11215,40.6626,-73.98678
11216,40.68075,-73.94937
11217,40.68259,-73.97928
11218,40.64346,-73.97611
11219,40.63267,-73.99669
11220,40.64115,-74.01627
11221,40.69137,-73.9279
11222,40.72858,-73.94774
11223,40.59715,-73.97359
11224,40.57665,-73.98873
11225,40.66304,-73.95431
11226,40.64639,-73.9568
11228,40.61679,-74.013
11229,40.60082,-73.944
11230,40.62218,-73.96519
11231,40.67766,-74.0047
11232,40.6563,-74.00564
11233,40.6783,-73.91995
11234,40.60602,-73.91071
11235,40.58402,-73.9488
11236,40.63958,-73.90107
11237,40.70429,-73.92107
11238,40.67913,-73.96384
11239,40.64839,-73.87973
11351,40.78076,-73.82543
11354,40.76863,-73.82739
11355,40.75148,-73.82092
11356,40.78498,-73.84161
11357,40.78636,-73.81097
11358,40.76044,-73.79632
11359,40.79142,-73.77665
11360,40.78039,-73.78148
11361,40.76383,-73.77237
11362,40.7565,-73.73686
11363,40.77268,-73.74671
11364,40.74532,-73.76059
11365,40.7398,-73.79477
11366,40.72817,-73.78491
11367,40.73041,-73.82623
11368,40.74959,-73.8526
11369,40.76339,-73.87238
11370,40.77564,-73.88745
11371,40.77444,-73.87322
11372,40.75166,-73.88361
11373,40.73886,-73.87858
11374,40.72651,-73.86149
11375,40.72092,-73.84611
11377,40.74485,-73.90517
11378,40.7247,-73.90958
11379,40.71676,-73.87953
11385,40.70102,-73.89013
11411,40.694,-73.73619
11412,40.69811,-73.75896
11413,40.66992,-73.75091
11414,40.65811,-73.84499
11415,40.70792,-73.82821
11416,40.68458,-73.8496
11417,40.67637,-73.84441
11418,40.70019,-73.83615
11419,40.68863,-73.82297
11420,40.67358,-73.81787
11421,40.69399,-73.85872
11422,40.66041,-73.73626
11423,40.71561,-73.76843
11424,40.71425,-73.82713
11425,40.60774,-74.02391
11426,40.73646,-73.72238
11427,40.73097,-73.74553
11428,40.72099,-73.74228
11429,40.70978,-73.7387
11430,40.6474,-73.78627
11432,40.71533,-73.79306
11433,40.69818,-73.78687
11434,40.67677,-73.77627
11435,40.70141,-73.80972
11436,40.67577,-73.79672
11451,40.7012,-73.79596
11501,40.74634,-73.6389
11507,40.77091,-73.65235
11509,40.58881,-73.72854
11510,40.65019,-73.60805
11514,40.74989,-73.61247
11516,40.62578,-73.72669
11518,40.63758,-73.66679
11520,40.65006,-73.5829
11530,40.72738,-73.63726
11542,40.87093,-73.6289
11545,40.82704,-73.58902
11547,40.83073,-73.64435
11548,40.81464,-73.60681
11549,40.7173,-73.6028
11550,40.70173,-73.62007
11552,40.69231,-73.65128
11553,40.70673,-73.59206
11554,40.71961,-73.56021
11556,40.7197,-73.58377
11557,40.6374,-73.69198
11558,40.60481,-73.64927
11559,40.60651,-73.7173
11560,40.88059,-73.59022
